artifact_id	queue_id	source_type	language	title	author	source_path	artifact_path	status
fiction_en-metamorphosis	fiction_en:metamorphosis	fiction	en	The Metamorphosis	Franz Kafka	corpus/raw/gutenberg/metamorphosis.txt	/Users/chris0810/Documents/Codex/Novel System/corpus/derived/reading-artifacts/first-pass/fiction_en-metamorphosis.md	pending_extraction
fiction_en-siddhartha	fiction_en:siddhartha	fiction	en	Siddhartha	Hermann Hesse	corpus/raw/gutenberg/siddhartha.txt	/Users/chris0810/Documents/Codex/Novel System/corpus/derived/reading-artifacts/first-pass/fiction_en-siddhartha.md	pending_extraction
fiction_zh-hongloumeng	fiction_zh:hongloumeng	fiction	zh	紅樓夢	曹雪芹	corpus/raw/gutenberg-zh/hongloumeng.txt	/Users/chris0810/Documents/Codex/Novel System/corpus/derived/reading-artifacts/first-pass/fiction_zh-hongloumeng.md	pending_extraction
fiction_zh-sanguozhiyanyi	fiction_zh:sanguozhiyanyi	fiction	zh	三國志演義	羅貫中	corpus/raw/gutenberg-zh/sanguozhiyanyi.txt	/Users/chris0810/Documents/Codex/Novel System/corpus/derived/reading-artifacts/first-pass/fiction_zh-sanguozhiyanyi.md	pending_extraction
fiction_zh-shuihuzhuan	fiction_zh:shuihuzhuan	fiction	zh	水滸傳	施耐庵	corpus/raw/gutenberg-zh/shuihuzhuan.txt	/Users/chris0810/Documents/Codex/Novel System/corpus/derived/reading-artifacts/first-pass/fiction_zh-shuihuzhuan.md	pending_extraction
fiction_zh-xiyouji	fiction_zh:xiyouji	fiction	zh	西遊記	吳承恩	corpus/raw/gutenberg-zh/xiyouji.txt	/Users/chris0810/Documents/Codex/Novel System/corpus/derived/reading-artifacts/first-pass/fiction_zh-xiyouji.md	pending_extraction
fiction_zh-fengshenyanyi	fiction_zh:fengshenyanyi	fiction	zh	封神演義	陸西星	corpus/raw/gutenberg-zh/fengshenyanyi.txt	/Users/chris0810/Documents/Codex/Novel System/corpus/derived/reading-artifacts/first-pass/fiction_zh-fengshenyanyi.md	pending_extraction
fiction_zh-rulinwaishi	fiction_zh:rulinwaishi	fiction	zh	儒林外史	吳敬梓	corpus/raw/gutenberg-zh/rulinwaishi.txt	/Users/chris0810/Documents/Codex/Novel System/corpus/derived/reading-artifacts/first-pass/fiction_zh-rulinwaishi.md	pending_extraction
fiction_zh-jinghuayuan	fiction_zh:jinghuayuan	fiction	zh	鏡花緣	李汝珍	corpus/raw/gutenberg-zh/jinghuayuan.txt	/Users/chris0810/Documents/Codex/Novel System/corpus/derived/reading-artifacts/first-pass/fiction_zh-jinghuayuan.md	pending_extraction
fiction_zh-ernvyingxiongzhuan	fiction_zh:ernvyingxiongzhuan	fiction	zh	兒女英雄傳	文康	corpus/raw/gutenberg-zh/ernvyingxiongzhuan.txt	/Users/chris0810/Documents/Codex/Novel System/corpus/derived/reading-artifacts/first-pass/fiction_zh-ernvyingxiongzhuan.md	pending_extraction
fiction_zh-laocanyouji	fiction_zh:laocanyouji	fiction	zh	老殘遊記	劉鶚	corpus/raw/gutenberg-zh/laocanyouji.txt	/Users/chris0810/Documents/Codex/Novel System/corpus/derived/reading-artifacts/first-pass/fiction_zh-laocanyouji.md	pending_extraction
fiction_zh-haishanghualiezhuan	fiction_zh:haishanghualiezhuan	fiction	zh	海上花列傳	韓邦慶	corpus/raw/gutenberg-zh/haishanghualiezhuan.txt	/Users/chris0810/Documents/Codex/Novel System/corpus/derived/reading-artifacts/first-pass/fiction_zh-haishanghualiezhuan.md	pending_extraction
fiction_zh-buhongloumeng	fiction_zh:buhongloumeng	fiction	zh	補紅樓夢	琅嬛山樵	corpus/raw/gutenberg-zh/buhongloumeng.txt	/Users/chris0810/Documents/Codex/Novel System/corpus/derived/reading-artifacts/first-pass/fiction_zh-buhongloumeng.md	pending_extraction
fiction_zh-fengliuwu	fiction_zh:fengliuwu	fiction	zh	風流悟	坐花散人	corpus/raw/gutenberg-zh/fengliuwu.txt	/Users/chris0810/Documents/Codex/Novel System/corpus/derived/reading-artifacts/first-pass/fiction_zh-fengliuwu.md	pending_extraction
fiction_zh-zhenzhongji	fiction_zh:zhenzhongji	fiction	zh	枕中記	沈既濟	corpus/raw/gutenberg-zh/zhenzhongji.txt	/Users/chris0810/Documents/Codex/Novel System/corpus/derived/reading-artifacts/first-pass/fiction_zh-zhenzhongji.md	pending_extraction
fiction_zh-youxianku	fiction_zh:youxianku	fiction	zh	遊仙窟	張鷟	corpus/raw/gutenberg-zh/youxianku.txt	/Users/chris0810/Documents/Codex/Novel System/corpus/derived/reading-artifacts/first-pass/fiction_zh-youxianku.md	pending_extraction
fiction_zh-laocanyoujixuji	fiction_zh:laocanyoujixuji	fiction	zh	老殘遊記續集	劉鶚	corpus/raw/gutenberg-zh/laocanyoujixuji.txt	/Users/chris0810/Documents/Codex/Novel System/corpus/derived/reading-artifacts/first-pass/fiction_zh-laocanyoujixuji.md	pending_extraction
craft-craft-001	craft:craft-001	craft	mixed	Poetics	Aristotle	corpus/raw/writing-craft/poetics-aristotle.txt	/Users/chris0810/Documents/Codex/Novel System/corpus/derived/reading-artifacts/first-pass/craft-craft-001.md	pending_extraction
craft-craft-003	craft:craft-003	craft	mixed	Ars Poetica	Horace	corpus/raw/writing-craft/art-of-poetry-horace.txt	/Users/chris0810/Documents/Codex/Novel System/corpus/derived/reading-artifacts/first-pass/craft-craft-003.md	pending_extraction
craft-craft-004	craft:craft-004	craft	mixed	On the Sublime	Longinus	corpus/raw/writing-craft/on-the-sublime-longinus.txt	/Users/chris0810/Documents/Codex/Novel System/corpus/derived/reading-artifacts/first-pass/craft-craft-004.md	pending_extraction
craft-craft-005	craft:craft-005	craft	mixed	The Art of Fiction	Henry James	corpus/raw/writing-craft/partial-portraits-art-of-fiction-henry-james.txt	/Users/chris0810/Documents/Codex/Novel System/corpus/derived/reading-artifacts/first-pass/craft-craft-005.md	pending_extraction
craft-craft-006	craft:craft-006	craft	mixed	A Manual of the Art of Fiction	Clayton Meeker Hamilton	corpus/raw/writing-craft/manual-art-fiction-hamilton.txt	/Users/chris0810/Documents/Codex/Novel System/corpus/derived/reading-artifacts/first-pass/craft-craft-006.md	pending_extraction
craft-craft-007	craft:craft-007	craft	mixed	On the Art of Writing	Arthur Quiller-Couch	corpus/raw/writing-craft/on-the-art-of-writing-quiller-couch.txt	/Users/chris0810/Documents/Codex/Novel System/corpus/derived/reading-artifacts/first-pass/craft-craft-007.md	pending_extraction
craft-craft-008	craft:craft-008	craft	mixed	The Elements of Style	William Strunk	corpus/raw/writing-craft/elements-of-style-strunk.txt	/Users/chris0810/Documents/Codex/Novel System/corpus/derived/reading-artifacts/first-pass/craft-craft-008.md	pending_extraction
craft-craft-009	craft:craft-009	craft	mixed	How to Tell a Story and Other Essays	Mark Twain	corpus/raw/writing-craft/how-to-tell-a-story-twain.txt	/Users/chris0810/Documents/Codex/Novel System/corpus/derived/reading-artifacts/first-pass/craft-craft-009.md	pending_extraction
craft-craft-010	craft:craft-010	craft	mixed	Essays in the Art of Writing	Robert Louis Stevenson	corpus/raw/writing-craft/essays-art-writing-stevenson.txt	/Users/chris0810/Documents/Codex/Novel System/corpus/derived/reading-artifacts/first-pass/craft-craft-010.md	pending_extraction
craft-craft-011	craft:craft-011	craft	mixed	The Writing of Fiction	Edith Wharton	corpus/raw/writing-craft/writing-of-fiction-wharton.txt	/Users/chris0810/Documents/Codex/Novel System/corpus/derived/reading-artifacts/first-pass/craft-craft-011.md	pending_extraction
